Randomly Generated Puzzle Boxes 
Number of Rows: 12
Number of Columns: 10
Random Number Generator Seed: 1540263156
Evolutionary Algorithm Paramenters: 
Initialization: Uniform Random
Population Size: 200
Number of Offspring per Generation: 50
Mutation Rate: 0.05
Fitness Function: Constraint Satisfaction Fitness Function
Penalty Coefficient: 0.15
Parent Selection Operator: k-Tournament Selection with replacement
Survival Strategy: Plus
Survival Selection Operator: Uniform Random Selection

Result Log
Run 1
200	19.195	91.05	93
250	23.32	91.05	93
300	25.78	91.05	93
350	26.31	91.05	93
400	30.095	91.05	93
450	33.34	91.05	93
500	35.225	91.05	93
550	38.14	91.05	93
600	40.465	92.05	94
650	39.5	92.05	94
700	40.78	92.05	94
750	44.1	92.05	94
800	48.035	92.05	94
850	51.79	92.05	94
900	56.85	92.05	94
950	62.375	92.05	94
1000	67.58	92.05	94
1050	69.75	92.05	94
1100	73.455	92.05	94
1150	76.58	92.05	94
1200	78.785	92.05	94
1250	80.91	92.05	94
1300	81.065	92.05	94
1350	82.875	92.05	94
1400	83.335	92.05	94
1450	84.045	92.05	94
1500	86.11	94.05	96
1550	88.1	94.05	96
1600	89.535	94.05	96
1650	89.65	94.05	96
1700	88.29	94.05	96
1750	87.435	94.05	96
1800	89.245	94.05	96
1850	88.85	94.05	96
1900	89.89	94.05	96
1950	90.025	94.05	96
2000	89.79	94.05	96
2050	90.985	94.05	96
2100	90.195	94.05	96
2150	91.3	94.05	96
2200	89.985	94.05	96
2250	89.41	94.05	96
2300	91.87	94.05	96
2350	91.92	94.05	96
2400	91.48	94.05	96
2450	92	94.05	96
2500	93.44	94.05	96
2550	93.46	94.05	96
2600	92.535	94.05	96
2650	92.515	94.05	96
2700	92.055	94.05	96
2750	93.495	94.05	96
2800	93.015	94.05	96
2850	93.025	94.05	96
2900	93.985	94.05	96
2950	93.025	94.05	96
3000	92.065	94.05	96
3050	91.53	94.05	96
3100	90.14	94.05	96
3150	92.03	94.05	96
3200	92.07	94.05	96
3250	92.49	94.05	96
3300	92.005	94.05	96
3350	92.5	94.05	96
3400	93.425	94.05	96
3450	93.95	94.05	96
3500	94.885	94.05	96
3550	93.97	94.05	96
3600	94.48	94.05	96
3650	93.485	94.05	96
3700	93.965	94.05	96
3750	94.395	94.05	96
3800	93.96	94.05	96
3850	93.925	95.05	97
3900	93.47	95.05	97
3950	93.49	95.05	97
4000	93.975	95.05	97
4050	93.985	95.05	97
4100	93.05	95.05	97
4150	91.165	95.05	97
4200	90.705	95.05	97
4250	91.215	95.05	97
4300	92.265	95.05	97
4350	91.87	95.05	97
4400	91.995	95.05	97
4450	91.15	95.05	97
4500	91.25	95.05	97
4550	91.8	95.05	97
4600	91.9	95.05	97
4650	90	95.05	97
4700	89.57	95.05	97
4750	89.6	95.05	97
4800	91.065	95.05	97
4850	91.585	95.05	97
4900	92.57	95.05	97
4950	92.555	95.05	97
5000	93.55	95.05	97
5050	93.07	95.05	97
5100	92.61	95.05	97
5150	93.08	95.05	97
5200	92.615	95.9	98
5250	94.02	95.9	98
5300	94.51	95.9	98
5350	94.515	95.9	98
5400	93.565	95.9	98
5450	94.065	95.9	98
5500	94.07	95.9	98
5550	92.095	95.9	98
5600	93.04	95.9	98
5650	91.14	95.9	98
5700	91.14	95.9	98
5750	90.655	95.9	98
5800	90.175	95.9	98
5850	89.7	95.9	98
5900	90.175	95.9	98
5950	91.155	95.9	98
6000	91.155	95.9	98
6050	92.135	95.9	98
6100	92.635	95.9	98
6150	93.65	95.9	98
6200	94.625	95.9	98
6250	94.14	95.9	98
6300	94.15	95.9	98
6350	94.175	95.9	98
6400	93.22	95.9	98
6450	93.23	95.9	98
6500	93.69	95.9	98
6550	93.62	95.9	98
6600	93.11	95.9	98
6650	91.72	95.9	98
6700	92.665	95.9	98
6750	90.27	95.9	98
6800	91.74	95.9	98
6850	90.82	95.9	98
6900	90.775	95.9	98
6950	89.845	95.9	98
7000	89.905	95.9	98
7050	89.965	95.9	98
7100	91.005	95.9	98
7150	91.14	95.9	98
7200	90.735	95.9	98
7250	92.29	95.9	98
7300	94.295	95.9	98
7350	93.365	95.9	98
7400	94.405	95.9	98
7450	94.425	95.9	98
7500	91.98	95.9	98
7550	91.995	99.35	101
7600	92.53	99.35	101
7650	94.015	99.35	101
7700	93.54	99.35	101
7750	95.525	99.35	101
7800	94.065	99.35	101
7850	92.09	99.35	101
7900	91.17	99.35	101
7950	89.74	99.35	101
8000	90.385	99.35	101
8050	91.565	99.35	101
8100	92.205	99.35	101
8150	94.465	99.35	101
8200	95.75	99.35	101
8250	96.6	99.35	101
8300	97.4	99.35	101
8350	98.075	99.35	101
8400	97.29	99.35	101
8450	97.855	99.35	101
8500	98.495	99.35	101
8550	97.545	99.35	101
8600	97.12	99.35	101
8650	96.66	99.35	101
8700	96.27	99.35	101
8750	96.79	99.35	101
8800	96.305	99.35	101
8850	96.335	99.35	101
8900	96.84	99.35	101
8950	96.825	99.35	101
9000	97.285	99.35	101
9050	98.345	99.35	101
9100	98.39	99.35	101
